Input_SMILES,Predicted_SMILES,Tanimoto_Score,Input_Complexity,Pred_Complexity,Complexity_Ratio
Oc1ccc(Cl)c(O)c1,Clc1ccc(Cl)c(Cl)c1,0.3478,13.5,13.5,1.0
Oc1cc(Cl)cc(Cl)c1,Clc1ccc(Cl)c(Cl)c1,0.2857,13.5,13.5,1.0
CSc1nc2ccccc2s1,c1ccc2cc1ccccc1ccccc2nc1,0.1,21.5,26.5,1.2325581395348837
O=C(Nc1ccccc1)c1cccnc1,O=C(c1ccccc1)c1ccccc1,0.3548,27.0,26.0,0.9629629629629629
CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(Cl)cc1,0.6786,19.5,19.5,1.0
Cc1ccc(NC(=O)N(C)C)cc1Cl,COc1ccc(C(=O)C(C)C)cc1,0.1556,20.0,22.0,1.1
Cc1ccc(Br)cc1F,Cc1ccc(Cl)cc1,0.1852,13.5,12.5,0.9259259259259259
O=C(O)c1ccc(O)cc1,O=C(O)Cc1ccc(O)cc1,0.4583,16.0,18.5,1.15625
CCCOC(=O)c1ccc(N)cc1,CS(=O)c1ccc(N)cc1,0.2941,22.0,16.0,0.7272727272727273
CNC(=O)Oc1ccccc1I,NC(=O)c1ccccc1,0.2353,18.0,15.0,0.8333333333333334
O=S(Cc1ccccc1)Cc1ccccc1,O=C(c1ccccc1)c1ccccc1,0.2917,31.0,26.0,0.8387096774193549
CCCOC(=O)c1ccc(O)cc1,NC(=O)c1ccc(Cl)cc1,0.2286,22.0,16.0,0.7272727272727273
Cc1ccc(cc1)c2cn(nn2)c3ccc(cc3)S(=O)(=O)N,COc1ccc(cc1)N2CCN(nn2)c3ccc(cc3)S(=O)(=O)N,0.3529,40.0,41.0,1.025
Clc1cc(Cl)cc(-c2ccccc2)c1,Clc1ccc(Cl)c(c2ccccc2)c1,0.4615,24.5,24.5,1.0
COC(=O)CCCO,COC(=O)c1ccccc1,0.2333,12.5,16.0,1.28
Cc1cccc(OC(=O)c2ccc(N)cc2O)c1,COc1ccc(S(=O)Nc2ccc(N)cc2)cc1,0.2037,30.0,33.0,1.1
Cc1cc(Cl)c(C(C)C)cc1Cl,Cc1cc(Cl)cc(C(C)C)c1,0.3333,18.0,17.0,0.9444444444444444
CC(C)CC(=O)OCc1ccccc1,CC(C)CC(=O)c1ccccc1,0.4848,24.5,21.0,0.8571428571428571
NS(=O)(=O)c1cccc(I)c1,NS(=O)(=O)c1ccc(Cl)cc1,0.3793,17.0,17.0,1.0
O=C(O)CCc1ccccc1,O=C(O)c1ccccc1,0.375,20.0,15.0,0.75
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,CCOP(=S)(OCC)Oc1ccc(O)c(c2ccccc2)c1,0.3704,41.5,41.5,1.0
COc1ccc(CCCC(=O)O)cc1,COc1ccc(C(=O)O)cc1,0.4688,26.0,18.5,0.7115384615384616
NS(=O)(=O)c1ccc(cc1)n2cc(nn2)C3CCCCC3,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccccc3,0.3478,36.5,40.0,1.095890410958904
NC(=S)Nc1ccccc1,NC(=O)c1ccccc1,0.3462,16.0,15.0,0.9375
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C\C=C\c7ccc(Cl)cc7,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C=C=C\c7ccc(O)cc7,0.6667,65.0,63.5,0.9769230769230769
CNCC(O)c1ccc(O)cc1,CCN(O)CC1(O)cc1,0.1053,21.0,15.5,0.7380952380952381
COC(=O)c1ccc(O)cc1O,COC(=O)c1ccc(O)cc1,0.5172,18.0,17.0,0.9444444444444444
COC(=O)Nc1ccccc1OC,NC(=O)Nc1ccccc1,0.2941,20.5,16.0,0.7804878048780488
CCOC(=O)C(=Cc1ccc(F)cc1)C(=O)OCC,CCOC(=O)C(=Cc1ccc(Cl)cc1)C(=O)O,0.6053,31.0,27.5,0.8870967741935484
COc1ccc(cc1)B(O)O,COc1ccc(cc1)S(O)O,0.4615,18.5,18.5,1.0
CCNC(=O)CC1CCCCC1,NC(=O)Nc1ccccc1,0.1026,18.5,16.0,0.8648648648648649
COC(=O)C(C#N)=NNc1cc(Cl)cc(Cl)c1,COC(=O)C(C#N)=NNc1ccc(Cl)c(Cl)c1,0.6829,26.0,26.0,1.0
O=CN(Cc1ccccc1)c1ccccc1,O=C(Cc1ccccc1)c1ccccc1,0.303,31.0,28.5,0.9193548387096774
CCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,NCc1ccc(NC(=O)OCCN2CCCCC2)cc1,0.6383,39.0,34.0,0.8717948717948718
CCN(CC)C(=O)COC(=O)c1ccccc1,CCN(CC)C(=O)NC(=O)c1ccccc1,0.4737,29.0,25.0,0.8620689655172413
CCNC(=O)Cc1ccccc1,NC(=O)c1ccccc1,0.2903,21.0,15.0,0.7142857142857143
CSc1ccc(SC)nn1,ClCc1ccc(Cl)cc1,0.1154,17.5,15.0,0.8571428571428571
NC1=NCC(CN2CC=CCC2)O1,ONC=C1C(C2=CC1)C2,0.0755,20.0,14.5,0.725
ONC(=O)C(c1ccccc1)c2ccccc2,CNC(=O)C(Cc1ccccc1)c1ccccc1,0.4,30.5,33.0,1.0819672131147542
Cc1cccc(C(=O)O)c1,COc1ccc(C(=O)O)cc1,0.3667,16.0,18.5,1.15625
OC1(CCN(CC1)C(c2ccccc2)c3ccccc3)c4ccccc4F,N(C(C)C(c2ccccc2)c3ccccc3)c4ccccc4,0.1957,48.5,43.0,0.8865979381443299
CCN(CCO)C(=O)COC(=O)c1ccccc1,CCN(CC)C(=O)NC(=O)c1ccccc1,0.4186,31.5,25.0,0.7936507936507936
CC(=O)Nc1ccccc1F,CC(=O)c1ccccc1,0.3448,17.0,15.0,0.8823529411764706
CC(=O)NC(=O)Nc1ccccc1,CC(=O)NC(=O)c1ccccc1,0.5172,19.0,18.0,0.9473684210526315
CCCCCCCCCCCCCCCC,CCCCCCCCCc1ccccc1,0.4,35.5,31.5,0.8873239436619719
CN(C)C(=S)NCc1ccccc1,CN(C)C(O)c1ccccc1,0.2941,20.5,18.5,0.9024390243902439
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,0.64,27.5,26.5,0.9636363636363636
CC(OC1=NCCN1)c2ccccc2C,CC(CC=O)c1ccccc1,0.1702,24.5,20.0,0.8163265306122449
Cc1ccc(O)cc1,Cc1ccc(Cl)cc1,0.4444,12.5,12.5,1.0
Cc1ccc(O)c(N)c1,Nc1ccc(O)c(Cl)c1,0.3571,13.5,13.5,1.0
CCNC(=O)c1cccnc1,NC(=O)Nc1ccccc1,0.2051,18.5,16.0,0.8648648648648649
O=C1C=C(N2CCCCC2)CN1c1ccc(Cl)cc1,O=C=C(c2ccccc2)C1(Cl)cc1,0.098,30.5,22.5,0.7377049180327869
CCN(CC)C(C)C(=O)Nc1c(C)cccc1C,CCN(CC)C(=N)C(=O)Nc1ccc(C)cccc1C,0.2453,30.0,26.5,0.8833333333333333
O=C(O)COc1ccc(I)cc1,O=C(O)c1ccc(Cl)cc1,0.2121,21.0,16.0,0.7619047619047619
CC(=O)Oc1ccccc1Br,CC(=O)c1ccccc1,0.3448,17.0,15.0,0.8823529411764706
NC(=O)Nc1ccc(F)cc1,NC(=O)c1ccc(Cl)cc1,0.2581,17.0,16.0,0.9411764705882353
NC(=O)CCOc1ccccc1,CNC(=O)c1ccccc1,0.2647,22.5,16.0,0.7111111111111111
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,COc1ccc(C(=O)N(C)CC)cc1,0.2041,30.5,23.0,0.7540983606557377
O=C(O)c1ccncc1,O=C(O)c1ccccc1,0.55,15.0,15.0,1.0
Fc1cncc(Cl)n1,ClCc1cncc(Cl)c1,0.3103,12.5,15.0,1.2
Cc1cc(O)cc(C)c1Cl,Cc1cc(O)cc(C)c1,0.45,14.5,13.5,0.9310344827586207
Nc1c(Cl)cc(Cl)cc1Cl,Clc1ccc(Cl)c(Cl)c1,0.4,14.5,13.5,0.9310344827586207
COc1ccc(NC(C)=O)cc1Cl,COc1ccc(C(C)=O)cc1,0.2895,20.5,18.5,0.9024390243902439
NS(=O)(=O)c1cc(C(=O)NNC(=O)c2ccc(Cl)cc2)c(Cl)cc1Cl,NS(=O)(=O)c1ccc(NC(=O)NC(=O)Nc2ccc(Cl)cc2)c(Cl)c1,0.3455,38.5,38.5,1.0
CN(C)C(N(C)C)=S(I)c1ccccc1F,CN(C)C(N(C)C)S(I)c1ccccc1,0.2308,22.0,25.5,1.1590909090909092
COC(=O)c1cccnc1,COC(=O)c1ccccc1,0.5714,16.0,16.0,1.0
O=C(O)c1ccccc1Br,O=C(O)c1ccccc1,0.4348,16.0,15.0,0.9375
O=C1CCN(c2ccccc2)N1,O=C1NC(CCCl)CC1,0.1795,20.0,14.0,0.7
Fc1ccc(cc1)C2=CC3CCC(C2)N3,COc1ccc(cc1)C2=CC(C)C2,0.2927,25.0,22.5,0.9
CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NOC)nc(nc23)C#Cc4ccccc4,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(nc23)C#N,0.5493,52.5,37.0,0.7047619047619048
COC(=O)c1c(F)cccc1F,COC(=O)c1ccc(F)cccc1F,0.3514,18.0,17.5,0.9722222222222222
CCCCCCN,NCc1ccccc1,0.125,13.0,14.0,1.0769230769230769
O=C(O)COc1ccc(Cl)cc1Cl,O=C(O)c1ccc(Cl)cc1,0.3333,22.0,16.0,0.7272727272727273
CCCCCC(CCCCC)c1ccccc1,N(c1ccccc1)c1ccccc1,0.2143,35.0,25.0,0.7142857142857143
O=C1C=C(N2CCCCC2)C(=O)N1c1ccc(Cl)cc1,O=C1C=C(c2ccccc2)C(=O)C(Cl)cc1,0.1346,31.5,24.0,0.7619047619047619
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1,0.6571,22.0,22.0,1.0
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,0.6389,37.0,34.5,0.9324324324324325
COC(=O)c1c(F)cccc1Cl,COC(=O)c1ccc(F)cccc1,0.325,18.0,16.5,0.9166666666666666
CC(=O)C=Cc1ccc(O)cc1,CC(=O)C=Cc1ccc(Cl)cc1,0.6667,19.5,19.5,1.0
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(CN)cc2)n1,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.7818,43.5,41.0,0.9425287356321839
CNC(=O)Oc1ccc(Br)cc1,NC(=O)c1ccc(Cl)cc1,0.1667,18.0,16.0,0.8888888888888888
OCCCNc1ccccc1,COc1ccccc1c1ccccc1,0.2059,21.5,26.0,1.2093023255813953
O=C(Nc1ccc(Br)cc1)C(F)(F)F,O=C(Nc1ccc(Cl)cc1)C(F)(F)F,0.6552,20.0,20.0,1.0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,O=C1N=C(c2ccccc2)c2cc(Cl)ccc2N1,0.2833,40.5,33.0,0.8148148148148148
O=C1NC(=O)C2(CC2)C(=O)N1,O=C1C(=O)C(C)C(O)N1,0.1333,15.0,11.0,0.7333333333333333
NS(=O)(=O)c1ccc(cc1)c2cn(nn2)c3ccc(cc3)S(=O)(=O)N,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccc(cc3)S(=O)(=O)N,0.5588,44.5,45.5,1.0224719101123596
CNC(=O)Oc1ccccc1,NC(=O)c1ccccc1,0.3103,17.0,15.0,0.8823529411764706
CC(=O)OCc1ccccc1,CC(=O)c1ccccc1,0.4074,18.5,15.0,0.8108108108108109
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3ccc(I)cc3,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccc(Cl)cc3,0.2264,39.0,41.0,1.0512820512820513
COC(=O)COc1ccccc1,COC(=O)c1ccccc1,0.4333,21.0,16.0,0.7619047619047619
NNC(=O)c1ccccc1O,CNC(=O)c1ccccc1,0.3226,17.0,16.0,0.9411764705882353
Cc1ccc(OCC(=O)O)cc1,COc1ccc(C(=O)O)cc1,0.3438,21.0,18.5,0.8809523809523809
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)cc2)n1,N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.8103,47.5,42.0,0.8842105263157894
CC(C)c1ccccc1C,CC(C)c1ccccc1,0.4091,16.0,15.0,0.9375
COCCCNc1ncc(-c2ccncc2)cc1C#N,ONCc1cccc(c2ccccc2)c1N,0.1111,38.0,29.5,0.7763157894736842
NS(=O)(=O)c1ccc(I)cc1,NS(=O)(=O)c1ccc(Cl)cc1,0.5652,17.0,17.0,1.0
Cc1ccc(Cl)cc1Cl,Cc1ccc(Cl)cc1,0.4286,13.5,12.5,0.9259259259259259
O=C(O)c1ccccc1Cl,O=C(O)c1ccccc1,0.4348,16.0,15.0,0.9375
NC(=O)c1ccc(O)cc1,CNC(=O)c1ccc(O)cc1,0.48,16.0,17.0,1.0625
CC1Cc2ccccc2CN1,NCc1ccccc1,0.1613,17.5,14.0,0.8
O=C(O)Cc1ccc(Br)cc1,O=C(O)c1ccc(Cl)cc1,0.2333,18.5,16.0,0.8648648648648649
CN(N=O)C(=O)Nc1ccccc1,CN(C=O)C(=O)c1ccccc1,0.3243,20.5,19.5,0.9512195121951219
O=S(=O)(Cc1ccccc1)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1,0.4783,29.5,27.0,0.9152542372881356
CCCCCCC(=O)NN,NC(=O)Nc1ccccc1,0.1429,17.5,16.0,0.9142857142857143
COC(=O)C1C2CCC(CC1c3ccc(cc3)c4occc4)N2,COC(=O)c1ccc(CC1c3ccc(cc3)c4ccccc4)c5ccccc5,0.2537,40.5,49.5,1.2222222222222223
CNC(=O)N(C)C(=O)Nc1ccccc1F,CNC(=O)C(C)C(=O)c1ccccc1,0.2791,22.0,23.0,1.0454545454545454
CNC(=O)Oc1ccccc1SC,CNC(=O)c1ccccc1,0.3429,20.5,16.0,0.7804878048780488
CC(C)Cc1ccccc1,CC(C)c1ccccc1,0.4091,17.5,15.0,0.8571428571428571
NCCCc1cccnc1,NCc1ccccc1,0.3103,19.0,14.0,0.7368421052631579
CCCCc1ccc(CO)cc1,CCCCc1ccc(Cl)cc1,0.6,22.5,20.0,0.8888888888888888
NC(=O)c1ccc(C(F)(F)F)cc1,CNC(=O)c1ccc(C(N)(F)F)cc1,0.4375,19.0,21.5,1.131578947368421
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(F)C(F)(F)F)cc2)n1,0.8333,47.5,47.5,1.0
CN(N)C(=O)c1ccccc1,CN(C)C(=O)c1ccccc1,0.6667,17.0,17.0,1.0
COc1ccc(Cc2cnc(N)nc2N)cc1I,COc1ccc(Cc2cnc(N)nc2N)cc1,0.6279,31.5,30.5,0.9682539682539683
COC(=O)Nc1ccccc1F,NC(=O)c1ccccc1,0.2424,18.0,15.0,0.8333333333333334
CN(C)CC1(CCCCC1)c2ccc(Cl)cc2,CN(C)c1ccc(CCCCC1)c2ccc(Cl)cc2,0.3256,28.0,28.5,1.0178571428571428
CCC(CNC)c1ccccc1,CCN(N)c1ccccc1,0.2727,22.5,17.5,0.7777777777777778
NC(=O)c1ccccc1N,NC(=O)c1ccccc1,0.4583,16.0,15.0,0.9375
CNC(=O)Nc1ccc(OC)c(Cl)c1,NC(=O)c1ccc(O)c(Cl)c1,0.2273,21.5,17.0,0.7906976744186046
Nc1ccc(Cl)c(N)c1,Nc1ccc(Cl)c(Cl)c1,0.65,13.5,13.5,1.0
CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)c2oc(nn2)c3occc3,CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(C)c3ccccc3,0.4853,55.0,52.0,0.9454545454545454
OCC1OC(Oc2ccc(Cl)cc2)C(O)C(O)C1O,Clc1ccc(c2ccc(Cl)cc2)C(C)C(O)C1O,0.2449,30.0,26.0,0.8666666666666667
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(CN5CCOCC5)c4)nn23)cc1,CS(=O)(=O)c1ccc(c2cccn3ncnc(Nc4ccc(C5CCNCCCC5)cc4)nc23)cc1,0.2079,62.0,57.0,0.9193548387096774
CC(=O)Nc1c(F)cccc1F,CC(=O)Nc1ccc(Cl)cccc1F,0.3333,18.0,17.5,0.9722222222222222
NS(=O)(=O)c1ccc2C(CCc2c1)NC(=O)C3CCCCC3,NS(=O)(=O)c1ccc(CC1)C(=O)c3ccccc3,0.2203,35.0,29.0,0.8285714285714286
CCN(CCOC(C)=O)c1ccccc1,CCN(CC(C)O)c1ccccc1,0.4474,27.0,23.5,0.8703703703703703
CC(=O)Nc1ccc(O)cc1C,CC(=O)Nc1ccc(Cl)cc1,0.3939,18.0,17.0,0.9444444444444444
CCCC(=O)Nc1ccc(Cl)c(Cl)c1,CNC(=O)Nc1ccc(Cl)c(Cl)c1,0.5714,23.0,19.0,0.8260869565217391
O=C(c1ccccc1)C(F)(F)F,O=C(Cc1ccccc1)C(F)(F)F,0.4643,18.0,20.5,1.1388888888888888
COc1cccc(CC(=O)O)c1,Clc1ccc(NC(=O)O)cc1,0.175,21.0,17.0,0.8095238095238095
CNC(=O)Oc1ccccc1Br,NC(=O)c1ccccc1,0.2353,18.0,15.0,0.8333333333333334
Clc1ccc(Cl)nn1,Clc1ccc(Cl)cc1,0.3571,12.5,12.5,1.0
NC(=O)Nc1cccc(NC(N)=O)c1,CNC(=O)c1ccc(C(C)=O)cc1,0.2121,21.5,20.5,0.9534883720930233
Cc1ccc(COC(=O)N(C)C)cc1,COc1ccc(NC(=O)N(C)C)cc1,0.2683,21.5,21.5,1.0
COC(=O)Nc1ccc(F)cc1,NC(=O)c1ccc(Cl)cc1,0.1714,18.0,16.0,0.8888888888888888
CC(C)c1cccc(-c2ccccc2)c1,CC(C)c1ccc(c2ccccc2)cc1,0.625,27.0,27.0,1.0
O=NCCCc1ccccc1,O=NNc1ccccc1,0.3103,21.5,16.5,0.7674418604651163
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC)nc(nc23)C#CCCO,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(nc23)C#N,0.4932,49.0,37.0,0.7551020408163265
OCc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,0.4348,16.0,13.5,0.84375
O=C(O)c1c(F)cccc1F,O=C(O)c1ccc(Cl)cccc1F,0.2571,17.0,16.5,0.9705882352941176
CNC(=O)Oc1ccc(Cl)cc1,CCOC(=O)c1ccc(Cl)cc1,0.3714,18.0,19.5,1.0833333333333333
Cc1ccc(-c2ccc(C)cc2)cc1,Clc1ccc(c2ccc(C)cc2)cc1,0.6875,24.5,24.5,1.0
COC(=O)c1cccn1C,COC(=O)c1cnco1,0.2973,16.0,15.0,0.9375
CNC(=O)Oc1cccc(I)c1,NC(=O)c1ccc(Cl)cc1,0.15,18.0,16.0,0.8888888888888888
CCOP(=S)(OCC)Oc1ccc(SC)cc1C,CS(=S)(OCC)Oc1ccc(Cl)cc1,0.1765,33.0,24.5,0.7424242424242424
NNC(=O)c1ccccc1Cl,ONC(=O)c1ccccc1,0.3226,17.0,16.0,0.9411764705882353
CN(C)S(=O)(=O)c1ccc(N)cc1,CN(C)S(=O)(=O)c1ccc(Cl)cc1,0.6154,20.5,20.5,1.0
Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,0.6154,29.0,29.0,1.0
ONC(=O)Cc1ccccc1,ONC(=O)c1ccccc1,0.4444,18.5,16.0,0.8648648648648649
Cc1ccccc1C,Brc1ccccc1,0.3125,12.5,11.5,0.92
COc1ccccc1C(=O)NCCCCN,CNC(=O)Nc1ccccc1c1ccccc1,0.1961,29.5,29.0,0.9830508474576272
Cc1cc2ccccc2cc1C,c1ccc2cccccc2nc1,0.0606,21.0,16.0,0.7619047619047619
COC(=O)Cc1ccc(O)cc1,COC(=O)c1ccc(Cl)cc1,0.2941,19.5,17.0,0.8717948717948718
CC(=O)Cc1ccccc1,CC(=O)c1ccccc1,0.4583,17.5,15.0,0.8571428571428571
Cc1cc(C)cc(Cc2cnc(N)nc2N)c1,COc1ccc(C)c(Cc2cnc(N)nc2N)c1,0.5116,29.0,31.5,1.0862068965517242
COc1ccc(C(=O)N(C)N)cc1,COc1ccc(C(=O)N(C)C)cc1,0.7143,20.5,20.5,1.0
Oc1c(I)cc(I)cc1I,Clc1ccc(Cl)c(Cl)c1,0.12,14.5,13.5,0.9310344827586207
CCN(CC)C(=O)C1(CC1CN)c2ccccc2,CCN(CC)C(=O)Nc1ccc(CCCCC1)c2ccccc2,0.3036,32.0,35.5,1.109375
CNC(=O)c1cccnc1,NC(=O)c1ccccc1,0.2812,16.0,15.0,0.9375
N#Cc1cccnc1,N#Cc1ccco1,0.2667,12.5,11.5,0.92
Cc1ccc(cc1)S(=O)(=O)N,COc1ccc(cc1)S(=O)(=O)N,0.56,17.0,19.5,1.1470588235294117
C(c1ccccc1)n2ccnc2,C(c1ccccc1)c1ccccc1,0.3333,24.0,25.0,1.0416666666666667
CNC(=O)N(C)C(=O)Nc1cc(-c2ccccc2)ccc1F,CNC(=O)C(C)C(=O)c1ccc(c2ccccc2)cc1,0.3542,34.0,35.0,1.0294117647058822
NNC(=O)c1ccc(cc1)S(=O)(=O)N,NS(=O)c1ccc(cc1)S(=O)(=O)N,0.4062,21.5,20.5,0.9534883720930233
NCCCc1ccncc1,CSc1ccccc1,0.0968,19.0,14.0,0.7368421052631579
CNC(=O)Nc1ccccc1,NC(=O)c1ccccc1,0.3214,17.0,15.0,0.8823529411764706
CN(C)C(=O)c1ccccc1O,CN(C)C(=O)c1ccccc1,0.5185,18.0,17.0,0.9444444444444444
NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,NS(=O)(=O)c1ccc(F)c(F)c(F)c(F)c1F,0.3214,21.0,20.5,0.9761904761904762
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)c7ccccc7,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C,0.8088,58.0,47.0,0.8103448275862069
O=C(O)CCCCCCc1ccccc1,O=C(O)c1ccccc1c1ccccc1,0.2647,30.0,27.0,0.9
CC(=O)C(=Cc1ccc(Br)cc1)C(C)=O,CC(=O)C(Cc1ccc(Cl)cc1)C(C)O,0.186,24.0,25.5,1.0625
CCN(C)C(=O)C1(CC1CN)c2ccccc2,CN(C)C(=O)Nc1ccc(CCCCC1)c2ccccc2,0.2241,29.5,30.5,1.0338983050847457
Cc1cccc(NC(=O)\C=C\c2ccc(O)cc2)c1,COc1ccc(NC(=O)C=C\c2ccc(O)cc2)cc1,0.5682,32.5,35.0,1.0769230769230769
O=C(O)Cc1cccc(C(F)(F)F)c1,O=C(O)c1ccc(C(F)(F)F)cc1,0.3824,21.5,19.0,0.8837209302325582
CCOc1ccc(cc1)S(=O)(=O)N,Clc1ccc(cc1)S(=O)(=O)N,0.4483,22.0,17.0,0.7727272727272727
Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(n3)C4(C)CC4,COc1cc(NC(=O)Nc2ccc[C@H]2C(=O)N)sc1C(C)C(C)C,0.1538,46.0,39.5,0.8586956521739131
CC(=O)Nc1ccccc1-c1ccccc1,CC(=O)c1ccccc1c1ccccc1,0.5161,28.0,27.0,0.9642857142857143
O=C(Cc1ccccc1)Nc1ccc(F)cc1,O=C(Cc1ccccc1)Nc1ccc(Cl)cc1,0.697,30.5,30.5,1.0
Oc1ccccc1NC(=O)\C=C\c2ccccc2,ONCNC(=O)C=C\c2ccccc2,0.5135,31.5,24.5,0.7777777777777778
Fc1ccc(Cl)cc1,Cc1ccc(Cl)cc1,0.4444,12.5,12.5,1.0
COc1ccc(Cl)nn1,Cc1ccc(Cl)cc1,0.2308,15.0,12.5,0.8333333333333334
Fc1ccccc1NC(=O)\C=C\c2ccccc2,ONCNC(=O)C=C\c2ccccc2,0.5,31.5,24.5,0.7777777777777778
CCOC(=O)Nc1ccccc1,COC(=O)c1ccccc1,0.375,19.5,16.0,0.8205128205128205
Nc1nnc(S)s1,Nc1ncnc(N)n1,0.16,11.5,12.5,1.0869565217391304
CCCCC(N)C(=O)O,N(N)C(=O)Nc1ccccc1,0.1389,15.0,17.0,1.1333333333333333
CCCN(CCC)S(=O)(=O)N,CN(CC)S(=O)(=O)c1cnccc1,0.1795,18.5,22.0,1.1891891891891893
NC(=O)CCCn1nc2ccccc2n1,CNC(=O)c1ccccc1c1ccccc1,0.2093,30.0,28.0,0.9333333333333333
Cc1ccc(NC(=O)N(C)C)cc1,COc1ccc(NC(=O)N(C)C)cc1,0.6333,19.0,21.5,1.131578947368421
CC(=O)Nc1ccccc1O,CC(=O)Nc1ccccc1,0.5185,17.0,16.0,0.9411764705882353
NC(=O)c1c(F)cccc1F,NC(=O)c1ccc(F)cccc1F,0.2941,17.0,16.5,0.9705882352941176
NC(=S)c1ccc(Cl)cc1,NC(=O)c1ccc(Cl)cc1,0.5652,16.0,16.0,1.0
CC(=O)c1ccc(Cl)cc1O,CC(=O)Nc1ccc(Cl)cc1,0.375,17.0,17.0,1.0
CCCCCCCc1ccncc1,CCCCCCCCCc1ccccc1,0.6154,26.5,31.5,1.1886792452830188
CCCCOCc1cccc(NC(=O)OCCN2CCCCC2)c1,ONCc1ccc(NC(=O)OCCN2CCCCC2)cc1,0.5088,44.0,36.5,0.8295454545454546
O=C(O)c1ccc(CCl)cc1,O=C(O)Cc1ccc(Cl)cc1,0.3793,18.5,18.5,1.0
CN(Cc1ccc(cc1)c2ccc(CN3CCCCC3)cc2)C4CCCCC4,CN(Cc1ccc(cc1)c2ccc(cc2N)cc2)CC2,0.1613,50.0,35.0,0.7
NS(=O)(=O)c1ccc(cc1)n2cc(nn2)c3ccccc3,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccccc3,0.5789,39.0,40.0,1.0256410256410255
Cc1ccc(N)cc1C,Cc1ccc(C)cc1,0.2632,13.5,12.5,0.9259259259259259
CCCOC(=O)c1cccnc1,CCOC(=O)c1ccccc1,0.4444,21.0,18.5,0.8809523809523809
CN(C)C(=O)Nc1ccc(Br)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,0.6552,19.0,19.0,1.0
CCN(CC)CC(=O)Nc1ccccc1,CCN(CC)CC(=O)c1ccccc1,0.5455,27.0,26.0,0.9629629629629629
Cc1cc(Cl)c(Cl)cc1Cl,Clc1ccc(Cl)c(Cl)c1,0.3333,14.5,13.5,0.9310344827586207
CCOC(=O)C(=Cc1ccc(OC)cc1)C(=O)OCC,CCOC(=O)C(Cc1ccc(Cl)cc1)C(=O)O,0.2766,33.5,29.0,0.8656716417910447
CN(C)C(=O)Oc1ccc(Cl)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,0.4545,19.0,19.0,1.0
