Input_SMILES,Predicted_SMILES,Input_Groups,Predicted_Groups
COc1ccc(CC(C)N)c(OC)c1OC,COc1ccc(CN(C)C)c(O)c1,"NC,c1ccccc1","NC,c1ccccc1"
CCOc1ccc(cc1)S(=O)(=O)N,Clc1ccc(cc1)S(=O)(=O)N,c1ccccc1,c1ccccc1
Nc1ccc(C(=O)O)cc1F,Nc1ccc(C(=O)O)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,CSS(=S)(OCC)Oc1ccc(Cl)cc1,"CCS,c1ccccc1",c1ccccc1
Fc1ccc(Cl)cc1,COc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
COc1cc(OC)cc(\C=C\c2ccc(OCCCCCCN3CCCC3)cc2)c1,COc1cc(OC)c(\C=C\c2ccc(OCc3ccccc3C)cc2)cc1,"NC,C=C,c1ccccc1","C=C,c1ccccc1"
CCCOC(=O)c1cccnc1,CNC(=O)c1ccccc1,No group,"NC,c1ccccc1"
CCC(CC(C)C)C(=O)Nc1ccc(cc1)S(=O)(=O)N,CC(C(C)C)C(=O)Nc1ccc(cc1)S(=O)(=O)N,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)c1ncccn1,COC(=O)c1cncnc1,No group,No group
Cc1cc(Cl)c(Cl)cc1Cl,Cc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
O=C1NC(=O)C(=O)C(=O)N1,O=C1NC(=O)C(=O)NC(O)N1,NC,NC
CCNNC(=O)COc1ccc(Cl)cc1,CCCP(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
O=C(O)c1ccccc1Cl,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
CC(=O)C(C#N)=NNc1ccc(Cl)cc1C,CC(=O)C(C#N)=NNc1ccc(Cl)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
CCOC(=O)Nc1ccccc1,NC(=O)Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)c1ccc(I)cc1,O=C(O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
NC(=S)c1ccc(Cl)cc1,NC(=N)c1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Fc1ccccc1NC(=O)\C=C\c2ccccc2,ONCNC(=O)C=C\c2ccccc2,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
O=NN(CCCl)C(=O)NC1CCC(O)CC1,O=C1CC(CCCl)C(=O)NC(O)C1O,NC,NC
Cc1cccc(C)c1NC(=O)CCC(C)N,Cc1cccc(C)c1NC(=O)C(C)C,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)C=Cc1ccccc1O,CC(=O)C=Cc1ccccc1,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
CC(O)COc1ccccc1,CC(O)c1ccccc1,c1ccccc1,c1ccccc1
COC(=O)c1cccn1C,COC(=O)c1cnco1,No group,No group
CCN(CC)CCCNC(=O)c1ccccc1,CCN(CC)CC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Fc1ccc(cc1)C2=CC(=O)c3ccccc3O2,COc1ccc(cc1)S=CC(=O)c3ccccc3,c1ccccc1,c1ccccc1
N#Cc1ccncc1,N#Cc1cccs1,No group,No group
CCCOC(=O)C=COc1ccccc1,CCOC(=O)C=Cc1ccccc1,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
COc1ccccc1N2CCN(CCCCN3C(=O)CCC3=O)CC2,COc1ccccc1N2CCN(CCCCNC(=O)CC=O)CC2,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)C(=O)c1cccnc1,CN(C)C(=O)c1ccccc1,NC,"NC,c1ccccc1"
CCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCC(=O)OC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,"C=C,C=C(C=O)","C=C,C=C(C=O)"
CCCCOCc1cccc(NC(=O)OCCN2CCCCC2)c1,COc1ccccc1c1ccc(NC(=O)OCCN2CCCCC2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,CCOC(=O)N(C(C)C)c2ccccc2,"NC,c1ccccc1","NC,c1ccccc1"
Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
O=C(O)Cc1ccc(I)cc1,O=C(O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
COc1ccc(N=NN(C)C)cc1,COc1ccc(CN=C(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1ccccc1NC(=O)\C=C\c2ccccc2,ONCNC(=O)C=C\c2ccccc2,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
Cc1cccc(NC(=O)\C=C\c2ccc(O)cc2)c1,COc1ccc(NC(=O)C=C\c2ccc(O)cc2)cc1,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
N#Cc1cccnc1,N#Cc1ccco1,No group,No group
CCCCCCCBr,CSc1ccccc1,No group,c1ccccc1
NNC(=O)c1ccccc1Cl,ONC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCOc1c(OC)cc(CCN)cc1OC,CCCCc1ccc(Cl)c(OC)c1,"NC,c1ccccc1",c1ccccc1
NNC(=O)Nc1cccc(C(=O)O)c1,ONC(=O)c1ccc(C(=O)O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCN(CC)C(=O)c1ccccc1Cl,CCN(CC)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)C(=O)Oc1ccc(Cl)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)NCc1ccc(cc1)S(=O)(=O)N,NS(=O)(=O)c1ccc(cc1)S(=O)(=O)N,"NC,c1ccccc1",c1ccccc1
Oc1cc(Cl)c(Cl)c(Cl)c1O,Clc1cc(Cl)c(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
O=C(Cc1ccccc1)Nc1ccc(Br)cc1,O=C(Cc1ccccc1)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
ONC(=O)CNS(=O)(=O)CCc1ccccc1,ONC(=O)NS(=O)(=O)c1cnccc1,"NC,CCS,c1ccccc1",NC
Oc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
NC(=O)c1ccc(Cl)nn1,NC(=O)c1ccc(Cl)cc1,NC,"NC,c1ccccc1"
Brc1ccc(I)cc1,Brc1ccc(Br)cc1,c1ccccc1,c1ccccc1
OCCCCCl,Brc1ccccc1,No group,c1ccccc1
O=C(Nc1ccccc1)c1ccccc1O,O=C(c1ccccc1)c1ccccc1,"NC,c1ccccc1",c1ccccc1
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,Clc1ccc(Cl)c(c2ccccc2)c1,c1ccccc1,c1ccccc1
NC(=O)Nc1ccccc1F,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(C)N(N=O)C(=O)Nc1ccccc1,CC(C)C(NC=O)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)Oc1ccccc1I,CC(=O)c1ccccc1,c1ccccc1,c1ccccc1
Cc1nnc(N)o1,Nc1ncn(N)n1,Nc,Nc
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCN(CC)S(=O)c1ccc(Cl)c(C)c1,"NC,c1ccccc1","NC,c1ccccc1"
CCC(C)n1nc2ccccc2n1,CCC(C)c1ccccc1,c1ccccc1,c1ccccc1
OCC=Cc1ccccc1,OCc1ccccc1O,"C=C,c1ccccc1",c1ccccc1
NS(=O)(=O)c1ccc(cc1)n2cc(nn2)c3ccccc3,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccccc3,c1ccccc1,c1ccccc1
CC(C)CNC(=O)Nc1ccc(Cl)c(Cl)c1,CC(C)NC(=O)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(Nc1ccccc1)NC1CCCCC1,O=C(Nc1ccccc1)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,c1ccccc1,c1ccccc1
OC(=O)C1CCCNC1,NC(=O)Nc1ccccc1,NC,"NC,c1ccccc1"
CNS(=O)(=O)c1ccccc1,NS(=O)(=O)c1cnccc1,"NC,c1ccccc1",No group
CCOC(=O)c1cnc(NCC2CCCCC2)n3nc(nc13)c4occc4,CCOC(=O)c1ccc(NCCN)n3nc(nc13)c4occc4,NC,NC
Clc1ccc(cc1Cl)S(=O)(=O)NCCCCN2CCN(CC2)c3nsc4ccccc34,Clc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3noc4ccccc34,"NC,c1ccccc1","NC,c1ccccc1"
ONC(=O)\C=C\c1ccc(cc1)c2ccc(O)cc2,ONC(=O)\C=C\c1ccc(cc1)c2ccc(Cl)cc2,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,Clc1ccc(-c2ccc(Cl)cc2)cc1,c1ccccc1,c1ccccc1
Clc1ccc(cc1)C(=O)NCCCCN2CCN(CC2)c3ccccc3Cl,Clc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccc3c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)C1CCCC(NC(=O)N(CCCl)N=O)C1,COC(=O)CC(C(=O)C(C)C=O)c1ccccc1,NC,c1ccccc1
CC(=O)C(=Cc1ccc(Br)cc1)C(C)=O,CC(=O)C(Cc1ccc(Cl)cc1)C(C)O,"C=C,C=C(C=O),c1ccccc1",c1ccccc1
OC(=O)c1cc(O)cc(O)c1,COC(=O)c1cnc(O)c(O)c1,c1ccccc1,No group
OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O,OC=C(Oc2cc(O)c(O)c2=O)c3ccc(O)cc3,c1ccccc1,"C=C,C=C(C=O),c1ccccc1"
CC(C)(C)Cc1ccccc1,CC(C)(C)c1ccccc1,c1ccccc1,c1ccccc1
ONC(=O)Cc1ccccc1,ONC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C1Nc2ccccc2CC1c1ccccc1,O=C1NC1CCCc2ccccc2,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)c1ccc(O)cc1O,O=C(O)Cc1ccc(O)cc1,c1ccccc1,c1ccccc1
COC(=O)Nc1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCCCCCCc1ccncc1,CCCCCCCCCc1ccccc1,No group,c1ccccc1
Oc1cccc(C(F)(F)F)c1,Oc1ccc(C(N)(F)F)cc1,c1ccccc1,"NC,c1ccccc1"
CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(=O)(=O)N(C)C)cc5)cccn4n3)cc2)CC1,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(O)(=O)N(C)C)CC5)cccn4n3)cc2)CC1,"NC,c1ccccc1","NC,C=C,CCS,c1ccccc1"
CS(=O)(=O)Oc1ccc(cc1)S(=O)(=O)CC2CS2,CS(=O)(=O)c1ccc(cc1)S(=O)(=O)NSC,"CCS,c1ccccc1",c1ccccc1
CCN(N=O)C(=O)Nc1ccccc1,CCN(CC=CC)C(=O)c1ccccc1,"NC,c1ccccc1","NC,C=C,c1ccccc1"
Nc1ccccc1Br,Nc1ccccc1,"Nc,c1ccccc1","Nc,c1ccccc1"
Nc1cnn(-c2ccccc2)c(=O)c1Cl,Nc1nc(-c2ccccc2)c(=O)n1,"Nc,c1ccccc1","NC,c1ccccc1"
Cc1ccccc1Cl,CSc1ccccc1,c1ccccc1,c1ccccc1
CS(=O)(=O)C[C@H](N[C@@H](c1cccc(F)c1)C(F)(F)F)C(=O)NC2(CC2)C#N,CS(=O)(=O)C[C@H](N[C@@H](N(cc1)cc1)C(F)(F)F)C(=O)N(C)C#N,"NC,CCS,c1ccccc1","NC,CCS"
CCN(CC)C(C)CCCC(=O)Nc1c(C)cccc1C,CCN(CC)C(N)C(=O)Nc1ccc(C)cccc1C,"NC,c1ccccc1","NC,C=C"
O=C(O)c1ccccc1F,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
CCOc1nccnc1C,CCCCc1cccnc1,No group,No group
O=C1C=C(Cl)C(=O)c2ccccc21,O=C1C=C(O)C(=O)c2ccccc21,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
Nc1ccc(S(=O)(=O)c2cccc(N)c2)cc1,Nc1ccc(S(=O)(=O)c2ccc(F)nc2N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
Cc1ccc(NC(=O)N(C)C)cc1,Cc1ccc(NC(=O)C(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(NC(=O)Cc2ccccc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)C(=O)COC(=O)c1ccccc1O,CN(C)C(=O)NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCCC(CCC)C(=O)NO,CCC(N)C(=O)Nc1ccccc1,NC,"NC,c1ccccc1"
Nc1nc(c2occc2)c3nnn(Cc4ccc(F)cc4F)c3n1,Nc1nc(c2occc2)c3nnn(Cc4ccc(Cl)cc4)c3n1,"Nc,c1ccccc1","Nc,c1ccccc1"
CCOc1ccc(cc1)C2CNCCS2,Clc1ccc(cc1)N2CCNCCOCCOCCOCCO2,"NC,CCS,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(CCNC(=O)Cc2ccccc2)cc1,NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Cn1c(N)nc2ncc(-c3ccccc3)cc21,c1ccc(N)ncc2ccc(c3ccccc3)cc21,"Nc,c1ccccc1","NC,C=C,c1ccccc1"
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1F,CC(C)(C)NC(NC(=O)c1ccccc1)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,"Nc,c1ccccc1",c1ccccc1
NNC(=O)Nc1ccc(Cl)cc1,NS(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
NS(=O)(=O)c1nnc(NC(=O)CCS)s1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)s1,"NC,CCS","NC,c1ccccc1"
COc1cc(\C=C\C(=O)NCCCCNc2c3CCCCc3nc4ccccc24)ccc1O,Oc1ccc(\C=C\C(=O)Nc2ccccc2c2c3CCCCc3nc4ccccc24)cc1,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
CN(C)C(=O)c1ccccc1O,CN(C)C(=O)Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1ccc(\C=C\C(=O)Nc2ccccc2)cc1O,Oc1ccc(\C=C\C(=O)Nc2ccccc2)cc1,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
CC(=O)Nc1nccs1,CC(=O)Nc1ccccc1,NC,"NC,c1ccccc1"
Nc1ccc(S)cc1,Nc1ccc(N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
CN(C)N=Nc1ccc(NC(N)=O)cc1,CN(C)N=Nc1ccc(C(N)=O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Cc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1,COc1ccc(C(=O)N(C(=O)C)C(C)(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Cc1ccc(Cl)c(O)c1,Cc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)C4CC4,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
Cc1c(F)c(F)c(C(=O)O)c(F)c1F,COc1cc(Cl)cc(Cl)c(C(=O)O)c(Cl)c1,c1ccccc1,"C=C,C=C(C=O)"
COc1c(Cl)cc(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,c1ccccc1,c1ccccc1
CCOc1ccccc1OCCNCC2COC(O2)(c3ccccc3)c4ccccc4,CN1CCNC(C1(c3ccccc3)c3ccccc3)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(Cl)cc1,ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)Nc1ccc(F)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCNC(=O)Nc1ccccc1,CNC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(Nc1ccccc1)c1ccccc1I,O=C(c1ccccc1)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCNCc1ccc(C)cc1,CNCc1ccc(C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NC1CCc2ccccc2C1O,NCCc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
NN=C(c1ccccc1)c1ccccc1,COC=C(c1ccccc1)c1ccccc1,c1ccccc1,"C=C,c1ccccc1"
CC(C)(C)N(NC(=O)c1ccccc1Cl)C(=O)c1ccccc1Cl,CC(C)(C)C(NC(=O)c1ccccc1)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCOC(=O)c1ccncc1,CCOC(=O)c1ccccc1,No group,c1ccccc1
NCCc1ccccn1,CSc1ccccc1,NC,c1ccccc1
O=NN(CCCl)C(=O)NC1CCC(=O)NC1=O,O=C1NC(CCCl)C(=O)NC(=O)NC1=O,NC,NC
COCC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1,N(C)NC(=O)N(N)Cc1ccc(O)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)Nc1cc(Cl)ccc1C,CC(=O)Nc1ccc(Cl)cccc1C,"NC,c1ccccc1","NC,C=C"
CC(CO)NCc1ccccc1,CC(c1ccccc1)c1ccccc1,"NC,c1ccccc1",c1ccccc1
Oc1ccccc1C=Nc1ccccc1,Nc1ccccc1c1ccccc1O,"Nc,c1ccccc1","Nc,c1ccccc1"
NNC(=O)c1ccc(Br)cc1,NS(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
COc1ccc(cc1OC)S(=O)(=O)N[C@@H]2CC[C@H](CC2)N3CCC(CC3)c4ccccc4OCCF,COc1ccc(cc1)S(=O)(=O)N[C@@H]2CC[C@H](CC2)N3CCC(CC3)c4ccccc4OC,"NC,c1ccccc1","NC,c1ccccc1"
OC1(CCN(CC1)C(c2ccccc2)c3ccccc3)c4occc4,CN1CCC(CCN(CC1)C(c2ccccc2)c3ccccc3)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
Cc1c(O)c(=O)ccn1C(C)C,COc1cc(O)c(O)ccn1C(C)C,No group,"NC,C=C"
CC(=O)Oc1ccccc1,CC(=O)c1ccccc1,c1ccccc1,c1ccccc1
O=C(O)c1ccc(Cl)c(Cl)c1,O=C(O)Cc1ccc(O)c(Cl)c1,c1ccccc1,c1ccccc1
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CC1(CC=CC)C(=O)C(=O)NC1=O,"NC,C=C","NC,C=C"
CCCCN(CCCC)CC(O)c1ccccc1,CCCN(CCC)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(C)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CC(C)c1ccc(-c2ccccc2)c(c2ccccc2)c1,c1ccccc1,c1ccccc1
NC(=O)c1ccccc1I,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)N(C)N=Nc1ccc(F)cc1,CC(=O)N(C)C=Nc1ccc(C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NC1=Nc2ccccc2N3N1N=C(C3=O)c4ccccc4,CS=NNNNN(C(N)O)c4ccccc4,"Nc,c1ccccc1","NC,c1ccccc1"
COC(=O)c1ccncc1,COC(=O)c1ccccc1,No group,c1ccccc1
ONC(=O)CCCCCCC(=O)NCCc1ccccc1,ONC(=O)CCCCCCC(=O)Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,O=C(O)c1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
CNC(=O)NS(=O)(=O)Cc1ccccc1,CNC(=O)NS(=O)(=O)c1cnccc1,"NC,c1ccccc1",NC
O=C(O)CNC(=O)c1ccccc1,O=C(O)NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,CS(=O)(=O)c1ccc(C(=C)C(F)C(=O)C(O)Cl)cc1,"NC,c1ccccc1","C=C,c1ccccc1"
CN(C)C(=O)Oc1ccc(F)cc1,CN(C)C(=O)c1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCOC(OCC)OCC,CCCC(CO)c1ccccc1,No group,c1ccccc1
COC(=O)c1ccccc1F,COC(=O)c1ccccc1,c1ccccc1,c1ccccc1
CCNCCNCC,CCCCc1ccccc1,NC,c1ccccc1
COc1cc(\C=C\C(=O)NCCCNc2c3CCCCc3nc4ccccc24)ccc1O,Oc1ccc(\C=C\C(=O)Nc2ccccc2c2c3CCCCc3nc4ccccc24)cc1,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
NC(=O)OCCCc1cccnc1,NC(=O)c1ccccc1c1ccccc1,NC,"NC,c1ccccc1"
CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1,CCOC(=O)C(C)C(=O)NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)C(CO)c1ccccc1,O=C(O)C(O)c1ccccc1,c1ccccc1,c1ccccc1
COc1ccc(Cc2cnc(N)nc2N)cc1O,COc1ccc(Cc2cnc(N)nc2N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
O=C(c1ccccc1Cl)N1CCCCC1,O=C(Nc1ccccc1)Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)Nc1ccc(Cl)c(Cl)c1Cl,CC(=O)Nc1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
NNc1ccccc1,Brc1ccccc1,"Nc,c1ccccc1",c1ccccc1
O=C(c1ccccc1)N1CCCCC1,O=C(c1ccccc1)Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCN(CCCCc3ccccc3)CC2,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N(CC2c3ccccc3)CC2,"NC,c1ccccc1","NC,c1ccccc1"
CN(C(=O)COc1ccccc1)c1ccccc1,CN(C(=O)c1ccccc1)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(CNC(=O)CCCNC(=O)NCc2ccccc2)cc1,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccccc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)NCc1ccccc1,NS(=O)(=O)c1cnccc1,"NC,c1ccccc1",No group
NS(=O)(=O)Nc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
N#CC1CC(N)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,N#CC1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,"NC,c1ccccc1","NC,c1ccccc1"
CNC(=O)Oc1ccc(Cl)c(C)c1,CNC(=O)c1ccc(NC)c(C)c1,"NC,c1ccccc1","NC,c1ccccc1"
CCCNC(=O)NS(=O)(=O)c1ccccc1,CNC(=O)NS(=O)(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CNCCc1ccccn1,CCCCc1ccccc1,NC,c1ccccc1
CN(C)N=Nc1ccccc1CO,CN(C)CCC=Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CNCCc1ccccc1,NCCc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O,Oc1ccc(\C=C\C(=O)Nc2ccccc2c2ccccc2)cc1,"C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
O=C(O)CCCCCn1nnc2ccccc21,O=C(O)Cc1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
CCCCCc1ccc(O)cc1,CCCCc1ccc(O)cc1,c1ccccc1,c1ccccc1
CC(=O)NC1CC1c1ccccc1,CC(=O)c1ccccc1c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCCCCCCCCCCc1ccccc1O,CCCCCCCCCc1ccccc1,c1ccccc1,c1ccccc1
CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C(=O)N(C)C,COc1cc(ccc1Oc2ccc(Cl)cc2)C(=O)N(C)C,"NC,c1ccccc1","NC,c1ccccc1"
Nc1cc(Cl)c(Cl)cc1N,Nc1ccc(Cl)c(Cl)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
CCOC(=O)c1ccccc1N,CCOC(=O)c1ccccc1,"Nc,c1ccccc1",c1ccccc1
COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,COc1ccc(cc1)S(CC)C(=O)[C@H]3CN[C@H]3C(=O)ON,"NC,c1ccccc1","NC,CCS,c1ccccc1"
COC(=O)Cc1ccccc1,COC(=O)c1ccccc1,c1ccccc1,c1ccccc1
COc1ccc(C=C(C(C)=O)C(C)=O)cc1,COc1ccc(C(C(C#C)C)C(C)O)cc1,"C=C,C=C(C=O),c1ccccc1",c1ccccc1
Cc1ccc(N)nc1,Cc1ccc(N)cc1,Nc,"Nc,c1ccccc1"
CN(C)CC1(CCCCC1)c2ccc(F)cc2,CN(C)c1ccc(CCCCC1)c2ccc(Cl)cc2,"NC,c1ccccc1","NC,C=C,c1ccccc1"
Cc1ccc(N(C)C)cc1,Cc1ccc(C(C)C)cc1,"NC,c1ccccc1",c1ccccc1
CCCCCCC(C)=NNC(=N)N,N(C)NOC(O)c1ccccc1,NC,"NC,c1ccccc1"
O=C(O)c1ccc(O)c(O)c1,O=C(O)Cc1ccc(O)c(O)c1,c1ccccc1,c1ccccc1
